contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
TSLA250124C00255000,2024-12-23 16:31:33+00:00,255.0,178.25,207.05,211.55,0.0,0.0,6.0,0,1.2033731237792966,True,REGULAR,USD,Call
TSLA250124C00260000,2024-12-24 17:39:43+00:00,260.0,197.75,202.3,203.2,24.11,13.88505,2.0,226,0.9204109521484375,True,REGULAR,USD,Call
TSLA250124C00265000,2024-12-23 19:04:28+00:00,265.0,170.35,197.15,201.65,0.0,0.0,2.0,39,1.1464886425781249,True,REGULAR,USD,Call
TSLA250124C00270000,2024-12-24 17:56:18+00:00,270.0,192.5,192.25,196.6,26.399994,15.894036,1.0,0,1.1157270776367185,True,REGULAR,USD,Call
TSLA250124C00275000,2024-12-24 14:47:23+00:00,275.0,174.66,186.4,191.8,15.25,9.566526,1.0,55,1.0488328808593752,True,REGULAR,USD,Call
TSLA250124C00280000,2024-12-24 17:33:28+00:00,280.0,177.95,183.5,186.85,30.949997,21.05442,50.0,54,1.1184126110839845,True,REGULAR,USD,Call
TSLA250124C00285000,2024-12-24 17:49:20+00:00,285.0,176.06,177.45,181.95,28.380005,19.21723,2.0,7,1.0446825109863282,True,REGULAR,USD,Call
TSLA250124C00290000,2024-12-24 17:55:01+00:00,290.0,173.5,173.45,177.05,36.67,26.799677,2.0,102,1.0583543176269532,True,REGULAR,USD,Call
TSLA250124C00295000,2024-12-24 17:59:54+00:00,295.0,169.6,167.85,171.6,27.600006,19.436623,1.0,0,0.9836427416992188,True,REGULAR,USD,Call
TSLA250124C00300000,2024-12-24 15:37:51+00:00,300.0,152.0,162.15,166.75,19.529999,14.74296,1.0,0,0.9291999267578125,True,REGULAR,USD,Call
TSLA250124C00305000,2024-12-20 20:33:06+00:00,305.0,131.74,157.05,159.1,0.0,0.0,3.0,29,0.7468287036132812,True,REGULAR,USD,Call
TSLA250124C00310000,2024-12-24 17:29:22+00:00,310.0,148.45,154.25,157.55,26.509995,21.740196,3.0,27,0.975586181640625,True,REGULAR,USD,Call
TSLA250124C00315000,2024-12-23 15:49:10+00:00,315.0,116.0,148.2,152.7,0.0,0.0,2.0,48,0.9144295666503908,True,REGULAR,USD,Call
TSLA250124C00320000,2024-12-24 15:37:07+00:00,320.0,132.57,143.4,147.9,15.62001,13.356144,1.0,31,0.8968516174316405,True,REGULAR,USD,Call
TSLA250124C00325000,2024-12-24 15:11:33+00:00,325.0,126.88,138.75,143.2,14.07,12.472299,2.0,31,0.8859874682617187,True,REGULAR,USD,Call
TSLA250124C00330000,2024-12-24 17:14:37+00:00,330.0,126.01,133.9,138.4,25.61,25.507967,3.0,56,0.8653577917480468,True,REGULAR,USD,Call
TSLA250124C00335000,2024-12-24 17:55:56+00:00,335.0,128.98,129.95,133.65,12.129997,10.380828,3.0,16,0.8693860717773438,True,REGULAR,USD,Call
TSLA250124C00340000,2024-12-23 18:46:19+00:00,340.0,99.88,124.4,128.9,0.0,0.0,2.0,343,0.8305681005859374,True,REGULAR,USD,Call
TSLA250124C00345000,2024-12-24 14:37:37+00:00,345.0,104.0,120.55,124.15,13.169998,14.499612,2.0,0,0.8336198278808591,True,REGULAR,USD,Call
TSLA250124C00350000,2024-12-24 17:21:03+00:00,350.0,108.02,116.2,119.8,21.239998,24.475683,8.0,122,0.8311784460449219,True,REGULAR,USD,Call
TSLA250124C00355000,2024-12-24 17:13:03+00:00,355.0,101.87,110.5,115.0,21.32,26.46803,5.0,0,0.7888204711914062,True,REGULAR,USD,Call
TSLA250124C00360000,2024-12-24 17:21:03+00:00,360.0,98.97,106.15,110.65,20.370003,25.916035,8.0,95,0.7842428802490236,True,REGULAR,USD,Call
TSLA250124C00365000,2024-12-24 15:26:36+00:00,365.0,92.0,101.65,106.15,15.059998,19.57369,1.0,59,0.7717918328857423,True,REGULAR,USD,Call
TSLA250124C00370000,2024-12-23 18:28:14+00:00,370.0,74.75,98.2,101.0,0.0,0.0,5.0,0,0.7652001019287109,True,REGULAR,USD,Call
TSLA250124C00375000,2024-12-24 17:38:22+00:00,375.0,88.75,93.9,96.65,20.599998,30.227436,2.0,187,0.75586181640625,True,REGULAR,USD,Call
TSLA250124C00380000,2024-12-24 17:55:15+00:00,380.0,88.4,89.65,92.35,24.270004,37.845013,8.0,330,0.7464624963378907,True,REGULAR,USD,Call
TSLA250124C00385000,2024-12-24 16:02:25+00:00,385.0,77.3,85.45,87.9,15.300003,24.677423,9.0,215,0.7338893798828124,True,REGULAR,USD,Call
TSLA250124C00390000,2024-12-24 16:39:58+00:00,390.0,73.74,81.5,83.4,16.659996,29.187098,7.0,986,0.7227810925292968,True,REGULAR,USD,Call
TSLA250124C00395000,2024-12-24 16:41:52+00:00,395.0,69.04,77.65,79.4,13.690002,24.733519,19.0,2194,0.7185086743164062,True,REGULAR,USD,Call
TSLA250124C00400000,2024-12-24 17:58:28+00:00,400.0,73.7,72.5,76.2,23.729996,47.488483,133.0,0,0.7054472814941408,True,REGULAR,USD,Call
TSLA250124C00405000,2024-12-24 17:07:00+00:00,405.0,70.15,69.8,72.3,23.400002,50.053482,22.0,218,0.713015565185547,True,REGULAR,USD,Call
TSLA250124C00410000,2024-12-24 16:26:03+00:00,410.0,59.3,65.35,68.7,12.899998,27.801718,12.0,356,0.6999541723632813,True,REGULAR,USD,Call
TSLA250124C00415000,2024-12-24 17:30:32+00:00,415.0,62.11,61.85,65.15,20.310001,48.58852,40.0,435,0.6970550314331055,True,REGULAR,USD,Call
TSLA250124C00420000,2024-12-24 17:59:53+00:00,420.0,60.08,59.4,61.2,21.080002,54.05129,110.0,936,0.6991912405395508,True,REGULAR,USD,Call
TSLA250124C00425000,2024-12-24 17:52:00+00:00,425.0,57.0,55.95,57.65,20.45,55.950756,147.0,681,0.6922943368530273,True,REGULAR,USD,Call
TSLA250124C00430000,2024-12-24 17:59:21+00:00,430.0,52.85,53.5,53.95,19.25,57.291668,180.0,2062,0.692385888671875,True,REGULAR,USD,Call
TSLA250124C00435000,2024-12-24 17:58:39+00:00,435.0,50.0,50.45,52.15,18.05,56.49452,127.0,0,0.7034941760253908,True,REGULAR,USD,Call
TSLA250124C00440000,2024-12-24 17:59:12+00:00,440.0,46.89,47.5,48.2,17.26,58.251774,329.0,0,0.6912872668457033,True,REGULAR,USD,Call
TSLA250124C00445000,2024-12-24 17:59:55+00:00,445.0,45.0,44.8,45.35,17.43,63.220894,387.0,0,0.6906464041137697,True,REGULAR,USD,Call
TSLA250124C00450000,2024-12-24 17:58:04+00:00,450.0,42.0,41.35,41.7,16.2,62.790703,1459.0,2094,0.6727632821655275,True,REGULAR,USD,Call
TSLA250124C00455000,2024-12-24 17:59:59+00:00,455.0,40.0,39.65,40.2,16.3,68.77637,1032.0,444,0.6906158868408205,True,REGULAR,USD,Call
TSLA250124C00460000,2024-12-24 17:59:25+00:00,460.0,37.02,37.2,37.8,15.07,68.65604,457.0,826,0.6902496795654298,True,REGULAR,USD,Call
TSLA250124C00465000,2024-12-24 17:58:56+00:00,465.0,35.0,34.95,35.35,14.549999,71.14914,115.0,0,0.6892731268310548,False,REGULAR,USD,Call
TSLA250124C00470000,2024-12-24 17:56:27+00:00,470.0,31.95,32.8,33.2,12.800001,66.84074,220.0,0,0.6900665759277345,False,REGULAR,USD,Call
TSLA250124C00475000,2024-12-24 17:57:49+00:00,475.0,30.1,30.75,31.25,12.630001,72.29537,152.0,0,0.691683991394043,False,REGULAR,USD,Call
TSLA250124C00480000,2024-12-24 17:59:55+00:00,480.0,29.0,28.85,29.2,12.5,75.757576,610.0,0,0.6918365777587892,False,REGULAR,USD,Call
TSLA250124C00485000,2024-12-24 17:57:32+00:00,485.0,26.93,27.0,27.45,11.63,76.01307,154.0,393,0.6933929586791993,False,REGULAR,USD,Call
TSLA250124C00490000,2024-12-24 17:58:40+00:00,490.0,24.77,25.3,25.65,10.570001,74.43663,143.0,833,0.694064338684082,False,REGULAR,USD,Call
TSLA250124C00495000,2024-12-24 17:59:18+00:00,495.0,23.35,23.65,24.1,10.150001,76.89394,77.0,440,0.6958343405151368,False,REGULAR,USD,Call
TSLA250124C00500000,2024-12-24 17:59:59+00:00,500.0,22.35,22.1,22.6,10.150001,83.196724,2044.0,0,0.6972991696166994,False,REGULAR,USD,Call
TSLA250124C00505000,2024-12-24 17:59:31+00:00,505.0,20.72,20.7,22.0,9.619999,86.66666,83.0,235,0.707583490600586,False,REGULAR,USD,Call
TSLA250124C00510000,2024-12-24 17:59:33+00:00,510.0,19.32,19.35,19.7,8.7699995,83.12795,108.0,392,0.6996489996337891,False,REGULAR,USD,Call
TSLA250124C00515000,2024-12-24 17:59:52+00:00,515.0,18.15,18.1,19.35,8.549999,89.06249,103.0,164,0.7110319424438477,False,REGULAR,USD,Call
TSLA250124C00520000,2024-12-24 17:54:40+00:00,520.0,16.75,16.9,17.2,7.6000004,83.06012,556.0,1161,0.7026396923828125,False,REGULAR,USD,Call
TSLA250124C00525000,2024-12-24 17:59:29+00:00,525.0,15.75,15.8,16.15,7.3199997,86.83274,79.0,0,0.7053252124023439,False,REGULAR,USD,Call
TSLA250124C00530000,2024-12-24 17:53:26+00:00,530.0,14.24,14.75,15.1,6.64,87.36842,101.0,273,0.7070341796875,False,REGULAR,USD,Call
TSLA250124C00535000,2024-12-24 17:55:34+00:00,535.0,13.4,13.75,14.05,6.2499995,87.412575,18.0,37,0.7078581460571288,False,REGULAR,USD,Call
TSLA250124C00540000,2024-12-24 17:59:33+00:00,540.0,13.0,12.85,13.15,6.22,91.74041,94.0,250,0.7101469415283204,False,REGULAR,USD,Call
TSLA250124C00545000,2024-12-24 17:50:06+00:00,545.0,12.0,12.0,12.3,5.3,79.10448,29.0,65,0.7122221160888673,False,REGULAR,USD,Call
TSLA250124C00550000,2024-12-24 17:59:18+00:00,550.0,11.15,11.1,11.5,5.4999995,97.34512,285.0,0,0.713015565185547,False,REGULAR,USD,Call
TSLA250124C00560000,2024-12-24 17:41:11+00:00,560.0,9.85,9.8,10.1,4.76,93.5167,68.0,173,0.7195462615966797,False,REGULAR,USD,Call
TSLA250124C00570000,2024-12-24 17:39:42+00:00,570.0,7.2,8.25,8.5,2.6799998,59.29203,42.0,0,0.7148466015625,False,REGULAR,USD,Call
TSLA250124C00580000,2024-12-24 17:57:35+00:00,580.0,7.3,7.35,8.15,3.4500003,89.6104,53.0,657,0.7330959307861327,False,REGULAR,USD,Call
TSLA250124C00590000,2024-12-24 17:50:43+00:00,590.0,6.3,6.55,6.8,3.0000002,90.9091,144.0,0,0.7340114489746092,False,REGULAR,USD,Call
TSLA250124C00600000,2024-12-24 17:59:28+00:00,600.0,5.78,5.75,6.0,2.7300003,89.50821,1837.0,3548,0.7398097308349607,False,REGULAR,USD,Call
TSLA250124C00610000,2024-12-24 17:59:26+00:00,610.0,5.1,4.85,5.25,2.4599998,93.18181,116.0,239,0.7406031799316406,False,REGULAR,USD,Call
TSLA250124C00620000,2024-12-24 17:55:33+00:00,620.0,4.29,4.4,4.65,1.79,71.6,126.0,234,0.7495142236328125,False,REGULAR,USD,Call
TSLA250124C00630000,2024-12-24 17:56:04+00:00,630.0,3.75,3.9,4.1,1.69,82.03883,22.0,77,0.7554345745849609,False,REGULAR,USD,Call
TSLA250124C00640000,2024-12-24 17:59:48+00:00,640.0,3.49,3.45,3.65,1.59,83.68421,30.0,222,0.7617211328125001,False,REGULAR,USD,Call
TSLA250124C00650000,2024-12-24 17:58:04+00:00,650.0,3.15,3.15,3.25,1.44,84.210526,142.0,0,0.7703880383300781,False,REGULAR,USD,Call
TSLA250124C00660000,2024-12-24 17:56:26+00:00,660.0,2.7,2.76,2.89,1.1700001,76.4706,86.0,167,0.7751487329101563,False,REGULAR,USD,Call
TSLA250124C00670000,2024-12-24 17:58:52+00:00,670.0,2.44,2.46,2.58,1.0500001,75.53957,24.0,146,0.7813742565917969,False,REGULAR,USD,Call
TSLA250124C00680000,2024-12-24 17:54:54+00:00,680.0,2.25,2.2,2.5,0.98,77.16535,91.0,279,0.7940694421386718,False,REGULAR,USD,Call
TSLA250124C00690000,2024-12-24 17:56:51+00:00,690.0,1.94,1.97,2.08,0.84000003,76.36363,33.0,188,0.7943135803222656,False,REGULAR,USD,Call
TSLA250124C00700000,2024-12-24 17:59:59+00:00,700.0,1.81,1.77,1.88,0.76,72.38096,760.0,1556,0.8010273803710937,False,REGULAR,USD,Call
TSLA250124C00710000,2024-12-24 17:55:24+00:00,710.0,1.58,1.6,1.98,0.61,62.886597,52.0,0,0.8195818823242187,False,REGULAR,USD,Call
TSLA250124C00720000,2024-12-24 14:49:42+00:00,720.0,1.28,1.45,1.55,0.38,42.222225,17.0,58,0.8153094641113281,False,REGULAR,USD,Call
TSLA250124C00730000,2024-12-24 17:59:59+00:00,730.0,1.37,1.31,1.41,0.47000003,52.22223,19.0,58,0.8220232641601561,False,REGULAR,USD,Call
TSLA250124C00740000,2024-12-24 17:53:20+00:00,740.0,1.16,1.19,1.29,0.26,28.88889,15.0,0,0.8291032714843749,False,REGULAR,USD,Call
TSLA250124C00750000,2024-12-24 17:59:51+00:00,750.0,1.14,1.09,1.18,0.46999997,70.14925,701.0,865,0.8363053479003906,False,REGULAR,USD,Call
TSLA250124C00760000,2024-12-24 17:57:37+00:00,760.0,0.99,0.99,1.08,0.36,57.142857,59.0,813,0.842775009765625,False,REGULAR,USD,Call
TSLA250124C00770000,2024-12-24 17:09:30+00:00,770.0,0.7,0.91,1.0,-0.120000005,-14.634147,29.0,0,0.850587431640625,False,REGULAR,USD,Call
TSLA250124C00780000,2024-12-23 20:36:40+00:00,780.0,0.76,0.82,0.9,0.19,33.333332,1.0,85,0.8549819189453125,False,REGULAR,USD,Call
TSLA250124C00790000,2024-12-24 17:58:21+00:00,790.0,0.79,0.77,0.86,0.24000001,43.636364,21.0,193,0.8652357226562499,False,REGULAR,USD,Call
TSLA250124C00800000,2024-12-24 17:58:03+00:00,800.0,0.7,0.7,0.75,0.20999998,42.85714,400.0,0,0.8676771044921875,False,REGULAR,USD,Call
TSLA250124C00810000,2024-12-24 16:30:43+00:00,810.0,0.51,0.55,0.82,0.03999999,8.510636,5.0,0,0.87695435546875,False,REGULAR,USD,Call
TSLA250124C00820000,2024-12-24 17:41:18+00:00,820.0,0.53,0.49,0.72,0.089999974,20.454538,11.0,0,0.8784191845703124,False,REGULAR,USD,Call
TSLA250124C00830000,2024-12-24 14:33:11+00:00,830.0,0.4,0.44,0.58,0.01000002,2.564108,3.0,0,0.8745129736328124,False,REGULAR,USD,Call
TSLA250124C00840000,2024-12-24 17:56:57+00:00,840.0,0.53,0.39,0.69,0.15999997,43.243233,74.0,93,0.8959971337890623,False,REGULAR,USD,Call
TSLA250124C00850000,2024-12-24 17:18:35+00:00,850.0,0.42,0.48,0.51,0.06999999,19.999998,43.0,173,0.9008798974609374,False,REGULAR,USD,Call
TSLA250124C00860000,2024-12-23 18:29:09+00:00,860.0,0.4,0.34,0.69,0.0,0.0,6.0,0,0.91992267578125,False,REGULAR,USD,Call
TSLA250124C00870000,2024-12-24 17:59:40+00:00,870.0,0.46,0.38,0.5,0.16,53.333332,59.0,640,0.9160164648437501,False,REGULAR,USD,Call
TSLA250124C00880000,2024-12-23 19:55:17+00:00,880.0,0.27,0.32,0.45,0.0,0.0,16.0,0,0.9155281884765626,False,REGULAR,USD,Call
TSLA250124C00890000,2024-12-24 17:47:57+00:00,890.0,0.35,0.31,0.44,0.01999998,6.0606,25.0,301,0.9262702685546875,False,REGULAR,USD,Call
TSLA250124C00900000,2024-12-24 16:57:10+00:00,900.0,0.26,0.27,0.39,-0.23000002,-46.938778,5.0,0,0.9257819921875,False,REGULAR,USD,Call
TSLA250124C00910000,2024-12-24 17:27:56+00:00,910.0,0.29,0.23,0.34,-0.08000001,-21.621624,2.0,0,0.9238288867187501,False,REGULAR,USD,Call
TSLA250124C00920000,2024-12-24 17:22:18+00:00,920.0,0.23,0.23,0.32,-0.040000007,-14.8148155,2.0,0,0.9326178613281251,False,REGULAR,USD,Call
TSLA250124C00930000,2024-12-24 16:32:46+00:00,930.0,0.26,0.19,0.32,0.06999999,36.842102,1.0,0,0.937500625,False,REGULAR,USD,Call
TSLA250124C00940000,2024-12-24 17:51:56+00:00,940.0,0.25,0.21,0.31,0.030000001,13.636364,3.0,144,0.9516606396484374,False,REGULAR,USD,Call
TSLA250124C00950000,2024-12-24 16:26:44+00:00,950.0,0.22,0.18,0.27,-0.019999996,-8.333331,20.0,40,0.9492192578124999,False,REGULAR,USD,Call
TSLA250124C00960000,2024-12-24 17:44:05+00:00,960.0,0.22,0.19,0.25,0.03999999,22.222216,82.0,0,0.9589847851562499,False,REGULAR,USD,Call
TSLA250124P00075000,2024-12-24 14:45:32+00:00,75.0,0.01,0.02,0.35,-0.080000006,-88.88889,1.0,0,2.44531638671875,False,REGULAR,USD,Put
TSLA250124P00090000,2024-12-23 17:03:36+00:00,90.0,0.05,0.01,0.5,0.0,0.0,1.0,4,2.281254296875,False,REGULAR,USD,Put
TSLA250124P00095000,2024-12-20 14:56:44+00:00,95.0,0.1,0.0,0.2,0.0,0.0,1.0,6,1.99609376953125,False,REGULAR,USD,Put
TSLA250124P00100000,2024-12-17 17:43:10+00:00,100.0,0.15,0.0,0.3,0.0,0.0,,10,2.0156299609375,False,REGULAR,USD,Put
TSLA250124P00105000,2024-12-23 16:50:02+00:00,105.0,0.07,0.0,0.41,0.0,0.0,1.0,0,2.019536201171875,False,REGULAR,USD,Put
TSLA250124P00110000,2024-12-19 18:25:14+00:00,110.0,0.08,0.05,0.5,0.0,0.0,1.0,0,2.025395561523437,False,REGULAR,USD,Put
TSLA250124P00120000,2024-12-17 17:30:09+00:00,120.0,0.19,0.0,0.49,0.0,0.0,1.0,2,1.8798834130859374,False,REGULAR,USD,Put
TSLA250124P00125000,2024-12-20 14:30:04+00:00,125.0,0.36,0.0,0.35,0.0,0.0,3.0,40,1.7578137109375,False,REGULAR,USD,Put
TSLA250124P00130000,2024-12-24 17:42:02+00:00,130.0,0.11,0.09,0.28,0.0,0.0,2.0,25,1.716798291015625,False,REGULAR,USD,Put
TSLA250124P00135000,2024-12-24 17:39:22+00:00,135.0,0.12,0.1,0.13,-0.16,-57.142857,13.0,4,1.5859395703124997,False,REGULAR,USD,Put
TSLA250124P00140000,2024-12-18 20:18:35+00:00,140.0,0.23,0.0,0.2,0.0,0.0,9.0,0,1.5195336523437497,False,REGULAR,USD,Put
TSLA250124P00150000,2024-12-23 19:24:17+00:00,150.0,0.19,0.14,0.43,0.0,0.0,2.0,0,1.6084003955078123,False,REGULAR,USD,Put
TSLA250124P00155000,2024-12-23 17:07:10+00:00,155.0,0.25,0.02,0.35,0.0,0.0,1.0,3,1.4882838085937498,False,REGULAR,USD,Put
TSLA250124P00160000,2024-12-24 14:37:31+00:00,160.0,0.19,0.03,0.46,-0.040000007,-17.391306,1.0,6,1.4941431542968748,False,REGULAR,USD,Put
TSLA250124P00170000,2024-12-20 14:30:06+00:00,170.0,0.52,0.0,0.65,0.0,0.0,1.0,2,1.4609401953124999,False,REGULAR,USD,Put
TSLA250124P00175000,2024-12-19 14:56:35+00:00,175.0,0.36,0.01,0.51,0.0,0.0,2.0,0,1.3828155859374998,False,REGULAR,USD,Put
TSLA250124P00180000,2024-12-24 16:33:19+00:00,180.0,0.29,0.11,0.53,-0.04000002,-12.121218,3.0,8,1.3798859130859373,False,REGULAR,USD,Put
TSLA250124P00185000,2024-12-16 18:50:02+00:00,185.0,0.4,0.27,0.55,0.0,0.0,,0,1.3847687011718748,False,REGULAR,USD,Put
TSLA250124P00190000,2024-12-23 16:23:45+00:00,190.0,0.46,0.16,0.56,0.0,0.0,10.0,12,1.3251986865234373,False,REGULAR,USD,Put
TSLA250124P00195000,2024-12-23 20:49:44+00:00,195.0,0.28,0.18,0.77,-0.120000005,-30.0,5.0,0,1.3359408203124996,False,REGULAR,USD,Put
TSLA250124P00200000,2024-12-23 20:30:28+00:00,200.0,0.44,0.34,0.51,0.0,0.0,16.0,0,1.280765314941406,False,REGULAR,USD,Put
TSLA250124P00205000,2024-12-23 16:12:44+00:00,205.0,0.57,0.23,0.9,0.0,0.0,1.0,8,1.294437121582031,False,REGULAR,USD,Put
TSLA250124P00210000,2024-12-24 14:40:59+00:00,210.0,0.39,0.25,0.65,-0.36,-48.0,2.0,11,1.220707021484375,False,REGULAR,USD,Put
TSLA250124P00215000,2024-12-20 16:30:36+00:00,215.0,0.8,0.09,0.67,0.0,0.0,3.0,4,1.1611370068359377,False,REGULAR,USD,Put
TSLA250124P00220000,2024-12-23 16:36:36+00:00,220.0,0.65,0.37,0.95,0.0,0.0,63.0,0,1.2177773486328123,False,REGULAR,USD,Put
TSLA250124P00225000,2024-12-24 17:18:01+00:00,225.0,0.54,0.4,0.97,-0.16999996,-23.943657,12.0,943,1.1904337353515624,False,REGULAR,USD,Put
TSLA250124P00230000,2024-12-24 17:28:39+00:00,230.0,0.57,0.37,0.64,-0.50000006,-46.728977,3.0,13,1.1084028955078127,False,REGULAR,USD,Put
TSLA250124P00235000,2024-12-24 16:18:39+00:00,235.0,0.58,0.56,0.62,-0.45,-43.689323,2.0,548,1.1010787133789064,False,REGULAR,USD,Put
TSLA250124P00240000,2024-12-24 16:37:33+00:00,240.0,0.67,0.51,0.71,-0.109999955,-14.102558,255.0,0,1.0751999365234377,False,REGULAR,USD,Put
TSLA250124P00245000,2024-12-24 16:06:54+00:00,245.0,0.63,0.6,0.74,-0.37,-37.0,1.0,47,1.05859845703125,False,REGULAR,USD,Put
TSLA250124P00250000,2024-12-24 15:50:10+00:00,250.0,0.65,0.35,1.08,-0.23000002,-26.136366,4.0,0,1.0385790258789065,False,REGULAR,USD,Put
TSLA250124P00255000,2024-12-24 16:18:34+00:00,255.0,0.75,0.55,1.1,-0.22000003,-22.680416,1.0,38,1.0307665649414064,False,REGULAR,USD,Put
TSLA250124P00260000,2024-12-24 14:40:05+00:00,260.0,0.8,0.3,0.88,-0.22999996,-22.330093,4.0,0,0.9511723632812499,False,REGULAR,USD,Put
TSLA250124P00265000,2024-12-24 15:16:17+00:00,265.0,0.84,0.5,0.88,-0.20999998,-20.0,1.0,0,0.9448247705078124,False,REGULAR,USD,Put
TSLA250124P00270000,2024-12-24 17:36:01+00:00,270.0,0.89,0.7,0.91,-0.33000004,-27.049183,128.0,330,0.938477177734375,False,REGULAR,USD,Put
TSLA250124P00275000,2024-12-24 17:58:10+00:00,275.0,0.91,0.74,0.95,-0.39999992,-30.534348,29.0,91,0.9172371557617188,False,REGULAR,USD,Put
TSLA250124P00280000,2024-12-24 17:06:43+00:00,280.0,1.02,0.64,1.29,-0.36,-26.086956,52.0,194,0.9086923193359374,False,REGULAR,USD,Put
TSLA250124P00285000,2024-12-24 17:44:38+00:00,285.0,1.1,0.7,1.35,-0.52,-32.098766,9.0,0,0.8894054028320311,False,REGULAR,USD,Put
