contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
NVDA250221C00032000,2024-11-29 14:52:15+00:00,32.0,106.0,103.75,104.85,0.0,0.0,4.0,108.0,2.14844212890625,True,REGULAR,USD,Call
NVDA250221C00033000,2024-12-05 19:33:49+00:00,33.0,112.67,102.85,103.7,0.0,0.0,30.0,485.0,2.0952196057128902,True,REGULAR,USD,Call
NVDA250221C00034000,2024-12-16 14:42:52+00:00,34.0,98.5,101.75,102.85,0.0,0.0,1.0,141.0,2.0605517236328126,True,REGULAR,USD,Call
NVDA250221C00035000,2024-12-06 16:32:50+00:00,35.0,108.16,100.9,101.95,0.0,0.0,1.0,127.0,2.058598603515625,True,REGULAR,USD,Call
NVDA250221C00036000,2024-12-17 19:53:49+00:00,36.0,94.58,100.05,101.05,0.0,0.0,1.0,191.0,2.0546923632812497,True,REGULAR,USD,Call
NVDA250221C00037000,2024-11-29 14:47:56+00:00,37.0,100.72,98.9,99.95,0.0,0.0,6.0,132.0,1.9775391748046878,True,REGULAR,USD,Call
NVDA250221C00038000,2024-11-20 16:34:30+00:00,38.0,107.4,97.9,99.15,0.0,0.0,1.0,74.0,1.9677735986328124,True,REGULAR,USD,Call
NVDA250221C00039000,2024-11-19 18:37:52+00:00,39.0,106.72,96.95,97.9,0.0,0.0,17.0,83.0,1.9013676806640625,True,REGULAR,USD,Call
NVDA250221C00040000,2024-12-17 14:30:03+00:00,40.0,89.29,95.85,96.75,0.0,0.0,10.0,511.0,1.8291024169921872,True,REGULAR,USD,Call
NVDA250221C00041000,2024-11-29 14:56:56+00:00,41.0,97.58,94.95,96.0,0.0,0.0,20.0,244.0,1.843262502441406,True,REGULAR,USD,Call
NVDA250221C00042000,2024-11-19 18:37:54+00:00,42.0,103.79,93.95,95.0,0.0,0.0,18.0,79.0,1.8085947070312498,True,REGULAR,USD,Call
NVDA250221C00043000,2024-12-16 17:42:51+00:00,43.0,88.8,92.65,93.6,0.0,0.0,3.0,103.0,1.6767594287109375,True,REGULAR,USD,Call
NVDA250221C00044000,2024-12-17 19:37:22+00:00,44.0,86.37,91.85,92.6,0.0,0.0,120.0,99.0,1.674318034667969,True,REGULAR,USD,Call
NVDA250221C00045000,2024-12-17 16:14:07+00:00,45.0,84.75,90.9,91.75,0.0,0.0,4.0,479.0,1.6704118041992189,True,REGULAR,USD,Call
NVDA250221C00046000,2024-12-05 15:19:33+00:00,46.0,99.75,89.9,90.85,0.0,0.0,3.0,166.0,1.6528337670898439,True,REGULAR,USD,Call
NVDA250221C00047000,2024-11-19 18:37:57+00:00,47.0,98.92,89.15,90.2,0.0,0.0,10.0,257.0,1.6948257446289063,True,REGULAR,USD,Call
NVDA250221C00048000,2024-12-16 16:27:12+00:00,48.0,83.85,87.9,88.65,0.0,0.0,1.0,130.0,1.5673849755859375,True,REGULAR,USD,Call
NVDA250221C00049000,2024-11-19 18:38:26+00:00,49.0,96.87,86.75,87.65,0.0,0.0,10.0,238.0,1.5200219311523435,True,REGULAR,USD,Call
NVDA250221C00050000,2024-12-16 19:34:52+00:00,50.0,83.1,86.45,87.15,0.0,0.0,5.0,424.0,1.6313494995117184,True,REGULAR,USD,Call
NVDA250221C00051000,2024-12-17 17:17:11+00:00,51.0,84.45,85.15,85.9,4.0499954,5.0373077,1.0,237.0,1.5424827563476562,True,REGULAR,USD,Call
NVDA250221C00052000,2024-12-03 14:49:41+00:00,52.0,88.5,84.05,84.75,0.0,0.0,1.0,300.0,1.4868189721679688,True,REGULAR,USD,Call
NVDA250221C00053000,2024-12-10 15:35:05+00:00,53.0,87.85,83.0,83.95,0.0,0.0,50.0,187.0,1.4770533959960939,True,REGULAR,USD,Call
NVDA250221C00054000,2024-12-16 18:04:10+00:00,54.0,78.51,82.35,83.2,0.0,0.0,8.0,147.0,1.513186027832031,True,REGULAR,USD,Call
NVDA250221C00055000,2024-12-18 14:38:49+00:00,55.0,80.84,80.95,81.75,5.0999985,6.7335606,26.0,331.0,1.3974639501953123,True,REGULAR,USD,Call
NVDA250221C00056000,2024-12-17 16:11:21+00:00,56.0,73.78,80.1,80.9,0.0,0.0,10.0,342.0,1.4047881323242186,True,REGULAR,USD,Call
NVDA250221C00057000,2024-11-19 15:06:58+00:00,57.0,86.87,79.1,79.8,0.0,0.0,5.0,1527.0,1.369143779296875,True,REGULAR,USD,Call
NVDA250221C00058000,2024-12-16 15:52:50+00:00,58.0,74.37,78.3,79.0,0.0,0.0,10.0,348.0,1.3847687011718748,True,REGULAR,USD,Call
NVDA250221C00059000,2024-12-16 14:37:37+00:00,59.0,73.28,77.25,78.0,0.0,0.0,1.0,1208.0,1.3554719726562499,True,REGULAR,USD,Call
NVDA250221C00060000,2024-12-18 15:30:23+00:00,60.0,76.5,76.4,76.85,8.5,12.5,1.0,1749.0,1.3315463110351557,True,REGULAR,USD,Call
NVDA250221C00060500,2024-12-03 19:42:26+00:00,60.5,80.24,75.9,76.6,0.0,0.0,43.0,958.0,1.342776723632812,True,REGULAR,USD,Call
NVDA250221C00061000,2024-12-17 15:27:24+00:00,61.0,67.35,75.35,76.15,0.0,0.0,10.0,547.0,1.3310580322265622,True,REGULAR,USD,Call
NVDA250221C00061500,2024-12-10 18:12:08+00:00,61.5,75.5,74.55,75.35,0.0,0.0,2.0,1167.0,1.262943138427734,True,REGULAR,USD,Call
NVDA250221C00062000,2024-12-17 19:20:12+00:00,62.0,68.97,73.85,74.9,0.0,0.0,10.0,754.0,1.2368202221679687,True,REGULAR,USD,Call
NVDA250221C00062500,2024-11-22 17:50:56+00:00,62.5,80.97,74.15,74.7,0.0,0.0,2.0,537.0,1.3259311047363278,True,REGULAR,USD,Call
NVDA250221C00063000,2024-11-19 15:19:07+00:00,63.0,80.97,73.25,74.05,0.0,0.0,5.0,889.0,1.2663610900878903,True,REGULAR,USD,Call
NVDA250221C00063500,2024-12-17 18:14:43+00:00,63.5,67.96,72.85,73.55,0.0,0.0,49.0,686.0,1.2639196960449217,True,REGULAR,USD,Call
NVDA250221C00064000,2024-11-19 15:50:45+00:00,64.0,80.96,72.75,73.25,0.0,0.0,5.0,1542.0,1.3032261401367182,True,REGULAR,USD,Call
NVDA250221C00064500,2024-11-19 15:59:17+00:00,64.5,81.26,71.7,72.5,0.0,0.0,5.0,1044.0,1.2236366943359376,True,REGULAR,USD,Call
NVDA250221C00065000,2024-12-17 20:25:24+00:00,65.0,65.2,71.65,72.2,0.0,0.0,3.0,1281.0,1.2680700659179687,True,REGULAR,USD,Call
NVDA250221C00065500,2024-11-18 19:30:01+00:00,65.5,75.65,70.9,71.55,0.0,0.0,6.0,274.0,1.2236366943359376,True,REGULAR,USD,Call
NVDA250221C00066000,2024-11-19 15:58:39+00:00,66.0,79.82,70.4,71.1,0.0,0.0,5.0,963.0,1.2168007910156249,True,REGULAR,USD,Call
NVDA250221C00066500,2024-12-17 15:06:31+00:00,66.5,62.39,69.85,70.4,0.0,0.0,10.0,451.0,1.1845743896484375,True,REGULAR,USD,Call
NVDA250221C00067000,2024-11-29 14:40:02+00:00,67.0,71.04,69.45,70.15,0.0,0.0,1.0,1182.0,1.203128984375,True,REGULAR,USD,Call
NVDA250221C00067500,2024-12-17 15:27:49+00:00,67.5,61.11,68.9,69.45,0.0,0.0,20.0,677.0,1.171879140625,True,REGULAR,USD,Call
NVDA250221C00068000,2024-11-21 18:13:11+00:00,68.0,78.4,68.6,69.3,0.0,0.0,1.0,965.0,1.2053262390136719,True,REGULAR,USD,Call
NVDA250221C00068500,2024-11-18 19:30:01+00:00,68.5,72.75,68.25,68.8,0.0,0.0,6.0,832.0,1.2060586572265624,True,REGULAR,USD,Call
NVDA250221C00069000,2024-11-22 19:09:15+00:00,69.0,74.19,67.75,68.2,0.0,0.0,1.0,1051.0,1.1875040625,True,REGULAR,USD,Call
NVDA250221C00069500,2024-12-16 20:12:45+00:00,69.5,64.1,67.0,67.9,0.0,0.0,1.0,784.0,1.1730998376464843,True,REGULAR,USD,Call
NVDA250221C00070000,2024-12-18 15:58:40+00:00,70.0,67.1,66.55,66.9,5.8199997,9.497389,2.0,1768.0,1.1276899084472656,True,REGULAR,USD,Call
NVDA250221C00070500,2024-11-19 14:44:19+00:00,70.5,74.07,66.45,66.95,0.0,0.0,200.0,479.0,1.1884806201171876,True,REGULAR,USD,Call
NVDA250221C00071000,2024-11-22 16:35:07+00:00,71.0,72.45,65.2,66.1,0.0,0.0,5.0,516.0,1.0952193676757815,True,REGULAR,USD,Call
NVDA250221C00071500,2024-11-07 16:14:04+00:00,71.5,77.6,71.3,72.85,0.0,0.0,2.0,639.0,1.8394783416748044,True,REGULAR,USD,Call
NVDA250221C00072000,2024-12-16 14:31:54+00:00,72.0,62.42,64.75,65.2,0.0,0.0,2.0,211.0,1.1245160961914062,True,REGULAR,USD,Call
NVDA250221C00072500,2024-12-04 16:37:22+00:00,72.5,72.08,64.25,64.6,0.0,0.0,70.0,515.0,1.1069380590820312,True,REGULAR,USD,Call
NVDA250221C00073000,2024-11-12 15:00:41+00:00,73.0,76.3,65.65,66.0,0.0,0.0,5.0,465.0,1.3342318444824213,True,REGULAR,USD,Call
NVDA250221C00073500,2024-11-15 19:42:38+00:00,73.5,69.25,63.0,63.45,0.0,0.0,2.0,505.0,1.0571336206054687,True,REGULAR,USD,Call
NVDA250221C00074000,2024-12-17 19:06:33+00:00,74.0,57.0,62.8,63.3,0.0,0.0,2.0,560.0,1.094242810058594,True,REGULAR,USD,Call
NVDA250221C00074500,2024-12-05 14:49:59+00:00,74.5,72.1,61.6,62.3,0.0,0.0,80.0,695.0,0.9951172363281251,True,REGULAR,USD,Call
NVDA250221C00075000,2024-12-17 14:37:46+00:00,75.0,53.5,61.5,61.9,0.0,0.0,1.0,1189.0,1.0241748010253908,True,REGULAR,USD,Call
NVDA250221C00075500,2024-12-13 20:45:36+00:00,75.5,59.55,60.8,61.35,0.0,0.0,5.0,962.0,0.9958496508789063,True,REGULAR,USD,Call
NVDA250221C00076000,2024-12-16 16:16:56+00:00,76.0,56.48,60.3,61.05,0.0,0.0,10.0,384.0,1.0014698364257812,True,REGULAR,USD,Call
NVDA250221C00076500,2024-12-10 20:07:36+00:00,76.5,59.05,59.75,60.5,0.0,0.0,8.0,812.0,0.9846192944335939,True,REGULAR,USD,Call
NVDA250221C00077000,2024-12-13 20:45:36+00:00,77.0,58.1,60.15,60.35,0.0,0.0,1.0,546.0,1.0610398510742187,True,REGULAR,USD,Call
NVDA250221C00077500,2024-12-16 15:15:36+00:00,77.5,54.86,59.45,59.85,0.0,0.0,1.0,1382.0,1.0383348864746096,True,REGULAR,USD,Call
NVDA250221C00078000,2024-12-03 15:09:55+00:00,78.0,62.3,58.75,59.1,0.0,0.0,7.0,3311.0,0.9987793090820312,True,REGULAR,USD,Call
NVDA250221C00078500,2024-11-29 16:59:42+00:00,78.5,61.77,58.35,58.8,0.0,0.0,2.0,215.0,1.0092822973632813,True,REGULAR,USD,Call
NVDA250221C00079000,2024-12-16 16:17:08+00:00,79.0,53.0,57.95,58.15,0.0,0.0,10.0,1258.0,0.9963379272460937,True,REGULAR,USD,Call
NVDA250221C00079500,2024-12-18 15:22:11+00:00,79.5,57.15,57.05,57.55,6.6500015,13.16832,2.0,487.0,0.9538578833007811,True,REGULAR,USD,Call
NVDA250221C00080000,2024-12-18 14:41:48+00:00,80.0,56.5,56.95,57.15,4.8600006,9.41131,2.0,2789.0,0.9775392871093751,True,REGULAR,USD,Call
NVDA250221C00081000,2024-12-11 15:24:31+00:00,81.0,56.74,55.95,56.4,0.0,0.0,100.0,996.0,0.9743654907226562,True,REGULAR,USD,Call
NVDA250221C00082000,2024-12-10 18:14:23+00:00,82.0,55.48,54.85,55.25,0.0,0.0,20.0,893.0,0.940430283203125,True,REGULAR,USD,Call
NVDA250221C00083000,2024-12-04 18:53:18+00:00,83.0,62.7,53.7,54.6,0.0,0.0,1.0,1057.0,0.9340826904296875,True,REGULAR,USD,Call
NVDA250221C00084000,2024-12-17 16:57:27+00:00,84.0,47.21,52.85,53.75,0.0,0.0,10.0,1641.0,0.9333502758789063,True,REGULAR,USD,Call
NVDA250221C00085000,2024-12-17 20:54:01+00:00,85.0,45.74,52.05,52.35,0.0,0.0,129.0,3750.0,0.9038095556640625,True,REGULAR,USD,Call
NVDA250221C00086000,2024-12-16 20:53:12+00:00,86.0,47.3,51.0,51.3,0.0,0.0,3.0,2387.0,0.8801281518554687,True,REGULAR,USD,Call
NVDA250221C00087000,2024-12-18 16:03:04+00:00,87.0,50.95,50.2,50.7,4.200001,8.983958,1.0,824.0,0.8955088574218748,True,REGULAR,USD,Call
NVDA250221C00088000,2024-12-18 15:34:22+00:00,88.0,49.37,49.1,49.45,4.619999,10.324019,91.0,1042.0,0.8586439916992188,True,REGULAR,USD,Call
NVDA250221C00089000,2024-12-17 17:30:14+00:00,89.0,43.8,48.2,48.7,0.0,0.0,1.0,2552.0,0.8596205444335938,True,REGULAR,USD,Call
NVDA250221C00090000,2024-12-17 18:36:37+00:00,90.0,47.2,47.25,47.5,5.950001,14.424244,1.0,3289.0,0.8342301733398436,True,REGULAR,USD,Call
NVDA250221C00091000,2024-12-18 15:09:54+00:00,91.0,45.05,46.25,46.8,3.1499977,7.517894,5.0,3448.0,0.8320329296874999,True,REGULAR,USD,Call
NVDA250221C00092000,2024-12-17 20:15:48+00:00,92.0,39.6,45.0,45.55,0.0,0.0,200.0,2274.0,0.7893087475585938,True,REGULAR,USD,Call
NVDA250221C00093000,2024-12-06 20:11:53+00:00,93.0,50.65,44.65,44.95,0.0,0.0,2.0,1997.0,0.8236101623535155,True,REGULAR,USD,Call
NVDA250221C00094000,2024-12-17 16:26:27+00:00,94.0,36.85,43.15,43.5,0.0,0.0,5.0,2322.0,0.7606225109863283,True,REGULAR,USD,Call
NVDA250221C00095000,2024-12-17 20:14:51+00:00,95.0,36.85,42.25,42.8,0.0,0.0,61.0,2691.0,0.7631859619140625,True,REGULAR,USD,Call
NVDA250221C00096000,2024-12-17 18:15:00+00:00,96.0,36.6,41.8,42.2,0.0,0.0,29.0,1022.0,0.7891866784667969,True,REGULAR,USD,Call
NVDA250221C00097000,2024-12-18 15:06:10+00:00,97.0,39.65,40.55,40.95,4.1500015,11.6901455,2.0,1640.0,0.7498804309082032,True,REGULAR,USD,Call
NVDA250221C00098000,2024-12-17 20:42:23+00:00,98.0,34.05,39.9,40.1,0.0,0.0,21.0,918.0,0.7545190563964843,True,REGULAR,USD,Call
NVDA250221C00099000,2024-12-18 14:49:36+00:00,99.0,37.6,38.35,38.95,3.75,11.078287,21.0,3205.0,0.7074003869628906,True,REGULAR,USD,Call
NVDA250221C00100000,2024-12-18 16:10:40+00:00,100.0,38.3,37.75,37.95,5.6399994,17.26883,1155.0,66998.0,0.707888663330078,True,REGULAR,USD,Call
NVDA250221C00101000,2024-12-18 14:41:15+00:00,101.0,36.7,36.15,36.8,5.4000015,17.252401,10.0,1537.0,0.659305164794922,True,REGULAR,USD,Call
NVDA250221C00102000,2024-12-17 16:32:05+00:00,102.0,29.65,35.5,35.95,0.0,0.0,29.0,1836.0,0.664309997558594,True,REGULAR,USD,Call
NVDA250221C00103000,2024-12-17 18:26:28+00:00,103.0,29.9,34.9,35.25,0.0,0.0,3.0,1858.0,0.6759065612792969,True,REGULAR,USD,Call
NVDA250221C00104000,2024-12-18 15:19:41+00:00,104.0,33.22,34.0,34.25,3.6800003,12.457685,2.0,2893.0,0.6630893066406252,True,REGULAR,USD,Call
NVDA250221C00105000,2024-12-18 15:36:57+00:00,105.0,33.34,33.15,33.45,5.84,21.236364,803.0,8097.0,0.6595493029785158,True,REGULAR,USD,Call
NVDA250221C00106000,2024-12-18 14:36:03+00:00,106.0,30.1,32.15,32.75,2.8999996,10.661763,3.0,2451.0,0.6538120556640626,True,REGULAR,USD,Call
NVDA250221C00107000,2024-12-17 16:47:16+00:00,107.0,26.85,31.1,31.55,0.0,0.0,16.0,1218.0,0.6279334082031252,True,REGULAR,USD,Call
NVDA250221C00108000,2024-12-17 20:37:07+00:00,108.0,24.9,30.35,30.7,0.0,0.0,15.0,1049.0,0.6253699572753908,True,REGULAR,USD,Call
NVDA250221C00109000,2024-12-18 15:40:16+00:00,109.0,30.0,29.6,29.85,5.450001,22.199596,1.0,1405.0,0.6221961608886719,True,REGULAR,USD,Call
NVDA250221C00110000,2024-12-18 15:59:30+00:00,110.0,29.0,28.75,28.9,5.299999,22.362865,21.0,4327.0,0.6119423571777345,True,REGULAR,USD,Call
NVDA250221C00111000,2024-12-18 15:48:07+00:00,111.0,28.15,27.95,28.05,5.449999,24.008804,41.0,1020.0,0.6063271789550781,True,REGULAR,USD,Call
NVDA250221C00112000,2024-12-18 16:08:07+00:00,112.0,27.76,27.05,27.25,5.8600006,26.757994,5.0,1432.0,0.598758895263672,True,REGULAR,USD,Call
NVDA250221C00113000,2024-12-18 15:52:43+00:00,113.0,26.3,26.25,26.4,4.799999,22.325579,2.0,1285.0,0.5924113024902344,True,REGULAR,USD,Call
NVDA250221C00114000,2024-12-17 20:54:10+00:00,114.0,20.4,25.4,25.55,0.0,0.0,84.0,1395.0,0.5841106042480468,True,REGULAR,USD,Call
NVDA250221C00115000,2024-12-18 16:16:41+00:00,115.0,24.63,24.5,24.65,4.58,22.842894,43.0,9887.0,0.5726361096191408,True,REGULAR,USD,Call
NVDA250221C00116000,2024-12-18 15:53:19+00:00,116.0,23.8,24.0,24.15,4.5999985,23.958324,10.0,1829.0,0.583866466064453,True,REGULAR,USD,Call
NVDA250221C00117000,2024-12-18 16:06:33+00:00,117.0,23.7,22.9,23.05,5.450001,29.863016,12.0,2202.0,0.5603071313476562,True,REGULAR,USD,Call
NVDA250221C00118000,2024-12-18 14:53:30+00:00,118.0,21.25,22.4,22.55,3.5499992,20.056494,3.0,2225.0,0.5700726586914062,True,REGULAR,USD,Call
NVDA250221C00119000,2024-12-18 14:39:52+00:00,119.0,21.2,21.4,21.55,4.1000004,23.97661,25.0,1596.0,0.5518843640136719,True,REGULAR,USD,Call
NVDA250221C00120000,2024-12-18 16:16:41+00:00,120.0,20.78,20.8,20.9,3.9300003,23.226952,857.0,21354.0,0.5534712622070312,True,REGULAR,USD,Call
NVDA250221C00121000,2024-12-18 14:58:55+00:00,121.0,19.5,20.15,20.3,3.6499996,23.028389,4.0,3740.0,0.5543257458496094,True,REGULAR,USD,Call
NVDA250221C00122000,2024-12-18 15:36:29+00:00,122.0,19.45,19.35,19.45,4.250001,27.960533,87.0,4248.0,0.5443160803222657,True,REGULAR,USD,Call
NVDA250221C00123000,2024-12-18 14:58:55+00:00,123.0,18.15,18.75,18.85,3.5499992,24.315063,11.0,2803.0,0.5452926330566408,True,REGULAR,USD,Call
NVDA250221C00124000,2024-12-18 16:07:25+00:00,124.0,18.6,18.1,18.2,4.6100006,32.952114,43.0,1759.0,0.5430343548583985,True,REGULAR,USD,Call
NVDA250221C00125000,2024-12-18 16:16:36+00:00,125.0,17.33,17.25,17.35,3.4300003,24.676262,113269.0,7086.0,0.5305833074951172,True,REGULAR,USD,Call
NVDA250221C00126000,2024-12-18 16:04:44+00:00,126.0,17.25,16.6,16.75,3.9499998,29.699245,46.0,2931.0,0.5285691674804689,True,REGULAR,USD,Call
NVDA250221C00127000,2024-12-18 16:14:17+00:00,127.0,16.3,16.05,16.1,3.5499992,27.843132,121.0,35346.0,0.5271043383789062,True,REGULAR,USD,Call
NVDA250221C00128000,2024-12-18 16:09:38+00:00,128.0,15.83,15.35,15.45,3.6800003,30.288069,191.0,2860.0,0.5216112292480468,True,REGULAR,USD,Call
NVDA250221C00129000,2024-12-18 16:05:57+00:00,129.0,15.4,14.9,15.0,3.75,32.188843,379.0,3029.0,0.5258836474609375,True,REGULAR,USD,Call
NVDA250221C00130000,2024-12-18 16:16:39+00:00,130.0,14.25,14.2,14.3,3.0,26.548672,2827.0,35590.0,0.5180712255859375,True,REGULAR,USD,Call
NVDA250221C00131000,2024-12-18 16:15:06+00:00,131.0,13.8,13.65,13.75,3.1000004,28.971966,284.0,2685.0,0.516606396484375,True,REGULAR,USD,Call
NVDA250221C00132000,2024-12-18 16:13:52+00:00,132.0,13.35,13.3,13.35,3.0900002,30.116959,675.0,3362.0,0.522343643798828,True,REGULAR,USD,Call
NVDA250221C00133000,2024-12-18 16:17:00+00:00,133.0,12.55,12.6,12.7,2.75,27.777779,1052.0,3110.0,0.5140429455566407,True,REGULAR,USD,Call
NVDA250221C00134000,2024-12-18 16:15:08+00:00,134.0,12.16,12.05,12.15,2.9499998,32.0304,953.0,3831.0,0.5107470800781251,True,REGULAR,USD,Call
NVDA250221C00135000,2024-12-18 16:17:21+00:00,135.0,11.43,11.45,11.5,2.4500008,27.222233,3853.0,26299.0,0.5036060382080079,False,REGULAR,USD,Call
NVDA250221C00136000,2024-12-18 16:17:13+00:00,136.0,10.95,11.15,11.2,2.3999996,27.906973,1015.0,5034.0,0.5101367346191408,False,REGULAR,USD,Call
NVDA250221C00137000,2024-12-18 16:16:41+00:00,137.0,10.6,10.5,10.6,2.42,29.58435,553.0,5227.0,0.5018970709228516,False,REGULAR,USD,Call
NVDA250221C00138000,2024-12-18 16:16:57+00:00,138.0,10.14,10.15,10.25,2.4400005,31.162205,368.0,42364.0,0.5050708673095703,False,REGULAR,USD,Call
NVDA250221C00139000,2024-12-18 16:16:41+00:00,139.0,9.7,9.7,9.75,2.6499996,35.907856,208.0,6848.0,0.5022022436523439,False,REGULAR,USD,Call
NVDA250221C00140000,2024-12-18 16:17:15+00:00,140.0,9.2,9.15,9.25,2.0499997,28.671324,169519.0,226961.0,0.49878430908203125,False,REGULAR,USD,Call
NVDA250221C00141000,2024-12-18 16:08:26+00:00,141.0,8.93,8.9,8.95,2.13,29.95781,123.0,10317.0,0.5013477600097658,False,REGULAR,USD,Call
NVDA250221C00142000,2024-12-18 16:11:26+00:00,142.0,8.7,8.5,8.55,2.2199998,34.25926,177.0,5424.0,0.500005,False,REGULAR,USD,Call
NVDA250221C00143000,2024-12-18 16:14:35+00:00,143.0,8.25,8.25,8.35,2.15,33.85827,412.0,5725.0,0.5059863854980469,False,REGULAR,USD,Call
NVDA250221C00144000,2024-12-18 16:03:36+00:00,144.0,8.2,7.75,7.85,2.33,39.693356,281.0,4697.0,0.5013477600097658,False,REGULAR,USD,Call
NVDA250221C00145000,2024-12-18 16:15:30+00:00,145.0,7.45,7.35,7.45,1.7999997,31.971575,2531.0,21562.0,0.49841810180664065,False,REGULAR,USD,Call
NVDA250221C00146000,2024-12-18 16:11:45+00:00,146.0,7.3,7.2,7.25,1.9500003,36.448605,211.0,3796.0,0.5028125891113282,False,REGULAR,USD,Call
NVDA250221C00147000,2024-12-18 16:15:27+00:00,147.0,6.77,6.7,6.8,1.8699999,38.16326,295.0,4269.0,0.49762465270996104,False,REGULAR,USD,Call
NVDA250221C00148000,2024-12-18 16:15:35+00:00,148.0,6.45,6.45,6.5,1.5999999,32.98969,641.0,52865.0,0.4975636181640626,False,REGULAR,USD,Call
NVDA250221C00149000,2024-12-18 15:55:38+00:00,149.0,6.21,6.05,6.1,1.6599998,36.483513,87.0,8071.0,0.4923756817626954,False,REGULAR,USD,Call
NVDA250221C00150000,2024-12-18 16:17:05+00:00,150.0,5.83,5.85,5.9,1.4200001,32.054176,10200.0,41439.0,0.49597671997070314,False,REGULAR,USD,Call
NVDA250221C00151000,2024-12-18 16:14:23+00:00,151.0,5.7,5.55,5.6,1.7999997,46.153835,52.0,1815.0,0.4943898217773438,False,REGULAR,USD,Call
NVDA250221C00152000,2024-12-18 16:12:15+00:00,152.0,5.52,5.3,5.4,1.52,38.0,70.0,3290.0,0.49707534179687507,False,REGULAR,USD,Call
